respondent_id,xyz_vaccine,seasonal_vaccine
26707,0.08301824405858488,0.18299483488743118
26708,0.045264376305658875,0.04122072239474934
26709,0.47005349343189307,0.6511384148224287
26710,0.46365087962773216,0.9033808397041186
26711,0.18358362943079143,0.5954678927100373
26712,0.35837861596571763,0.917806840198737
26713,,
26714,0.1338305571840414,0.23847586288617345
26715,,
26716,0.1415525042151164,0.8583753896077949
26717,0.013866753897744995,0.4397816116709352
26718,0.15248048006195547,0.3764171936476355
26719,0.11277000872063449,0.9085940015070081
26720,0.08505126081799648,0.1538457242714151
26721,0.4161074815263326,0.4324452897306333
26722,0.05319615489744296,0.0661986944055594
26723,0.7035959486968705,0.8806821061360117
26724,,
26725,,
26726,,
26727,0.29397976808479626,0.8046413865398948
26728,0.20971929253311955,0.5259542518168852
26729,0.06807292036256711,0.2696000176799633
26730,0.03295506541094963,0.15801802800128587
26731,0.01836709257637588,0.4028343624805859
26732,,
26733,0.9158577788844036,0.9635454197142944
26734,0.8663690690672433,0.443961724963318
26735,,
26736,0.07601621890370702,0.16445488042819564
26737,0.09876752016061063,0.1065801188000032
26738,0.6929873421614702,0.9173198852628751
26739,0.10009308341112862,0.17561410692475274
26740,0.18165298366691413,0.09763684360787199
26741,0.22000025152782265,0.9335995810332154
26742,0.1462177464738733,0.40699827830388907
26743,,
26744,0.043359219297798034,0.5764479516066854
26745,0.1713710294741662,0.950486327692424
26746,,
26747,0.0920053944955712,0.3556783004431047
26748,,
26749,0.10598022165606456,0.619841739097825
26750,,
26751,0.3105631890413704,0.71254179181472
26752,0.02948013393873759,0.027167707584712462
26753,0.21866738776519776,0.6820138511174055
26754,0.13625007171127598,0.3778484862813994
26755,,
26756,0.019620179103556845,0.04337604861463213
26757,0.5343873750171229,0.5605623566641318
26758,,
26759,0.03876070899694393,0.2345768081795151
26760,,
26761,,
26762,,
26763,0.8899500406028972,0.9837565246725201
26764,0.9327383303611034,0.9744823616871952
26765,0.059032920122503295,0.7098971507607001
26766,0.15173064316962157,0.15844193616547156
26767,0.7773691667666056,0.7539131834873823
26768,0.017962697257219582,0.40614833503214015
26769,0.13383114086375472,0.1762576013861459
26770,0.2118496299186642,0.6330245406357615
26771,0.10379270491235247,0.15725629696952967
26772,0.06800076190015629,0.40318128316554164
26773,0.027554794408609244,0.3834337553794092
26774,0.061542187467396633,0.44200510008063104
26775,0.07662499455232706,0.587876669439707
26776,,
26777,0.16507023604941842,0.9136119739687054
26778,0.14246774966728032,0.24275942580201443
26779,0.08296089316343234,0.5099238703474571
26780,0.19206338651904534,0.946004048652416
26781,,
26782,0.038834360965862215,0.3943347988282857
26783,0.0717672348672983,0.4422375180439429
26784,,
26785,,
26786,0.13586197154823013,0.2586116710031395
26787,,
26788,0.17143413487711986,0.9299889292370019
26789,0.021673231157162423,0.20576224498655038
26790,0.061151851855661854,0.31770621025890416
26791,0.059714736613603395,0.13636175442640233
26792,0.1838001333371274,0.85491831803576
26793,0.1288197019870066,0.8606666679694505
26794,0.8001216451430069,0.9085556519405636
26795,0.03264658068841537,0.9262754178357964
26796,0.07005416079892135,0.08623854011033867
26797,0.14164331352555215,0.6186957766888943
26798,0.3145709691887957,0.1775006049416337
26799,,
26800,0.0448254962907032,0.902379725110511
26801,,
26802,0.1253671144204054,0.17953427431673472
26803,,
26804,0.07208072564321119,0.1593387750132379
26805,0.04700921351263295,0.23262530745187193
26806,0.09106310401014898,0.8630177055907559
26807,,
26808,,
26809,0.6457621616359402,0.23375185116209343
26810,0.03685750561049857,0.14431975870199765
26811,0.08204569479357476,0.07531042840066342
26812,0.1261041870104256,0.7128700181947615
26813,,
26814,,
26815,0.05431042678131478,0.13770731417496257
26816,0.03451368957066465,0.18199701075379
26817,,
26818,0.04286224070804591,0.24330742652696558
26819,,
26820,,
26821,0.10090343213761202,0.42287840510591196
26822,0.19665302844063107,0.6508929290029718
26823,0.5775924822204174,0.5117066779489041
26824,,
26825,0.37925693889007395,0.7401968624749792
26826,,
26827,0.05559204093426787,0.1970215523610956
26828,,
26829,0.6570218924737781,0.916615309257783
26830,,
26831,0.16460930711935948,0.7844869926522374
26832,0.13690889601013834,0.7842297259869999
26833,,
26834,,
26835,0.2968370100428778,0.9239529005595697
26836,0.1899188133702513,0.592932551895587
26837,,
26838,0.09683016239194837,0.4090897002725229
26839,,
26840,0.07676426292163249,0.1147067445570139
26841,,
26842,,
26843,0.04362067795503729,0.012700791068142776
26844,0.030312899365590378,0.5130776322538458
26845,0.12213100418716548,0.6618563571217189
26846,,
26847,0.25922679248819314,0.11132712927312753
26848,0.03396559852231106,0.6835409283612499
26849,,
26850,0.6265043818019866,0.7634355787713885
26851,0.03389033411302373,0.05555374008208972
26852,,
26853,0.4597002850542657,0.36996996501066803
26854,0.01832776679454216,0.10052398740612441
26855,,
26856,0.1996761831284053,0.030244398623487843
26857,0.500953075493963,0.1396465757644711
26858,0.11079636848341605,0.6164068846715242
26859,0.08389158681026196,0.16586623611342124
26860,,
26861,0.0723532860598346,0.06760368744073514
26862,0.0892738831834191,0.3323794147648991
26863,0.24341032530847856,0.386884580233536
26864,0.39461563419372364,0.46553671055705254
26865,0.017444924438212106,0.03442656918920001
26866,0.28319804883174055,0.7122897862824901
26867,0.13514728804876242,0.1440677319406457
26868,0.8261308565245041,0.9484405711653308
26869,0.09245066875351515,0.3785062297524971
26870,,
26871,0.07333730347805983,0.055175778949416554
26872,0.08594204028190464,0.38522866923166676
26873,,
26874,,
26875,0.6130991538777579,0.9323359326222407
26876,,
26877,,
26878,0.23286951449398502,0.33932839409003024
26879,,
26880,,
26881,0.02228735636240721,0.09117861525943935
26882,0.040975629332811826,0.13786479227191273
26883,0.0590904758865004,0.24628000507414938
26884,,
26885,,
26886,,
26887,0.6556738009034231,0.8948604238598286
26888,0.8672596153202005,0.936812048973901
26889,,
26890,0.123656896389385,0.4297828671202721
26891,0.37269261001116,0.4837690957281841
26892,0.13697803471324263,0.8939468192187319
26893,0.06241057077663879,0.19495885187135542
26894,0.1322740211548298,0.28203261486093556
26895,,
26896,0.05901221659493447,0.09523141940103787
26897,0.03610241118734511,0.41986615924171017
26898,0.19304920732121117,0.6565411453478482
26899,0.08110778884222102,0.09246456304184958
26900,0.11913390833045746,0.31664314545660266
26901,0.007034438737016191,0.33011895245450146
26902,0.2049457951255526,0.9222792515593519
26903,0.30879056684913997,0.055542993129541675
26904,,
26905,0.4061799300299872,0.7804035811826832
26906,0.06690871557621728,0.316752756100609
26907,0.018751655754874124,0.5559135218476582
26908,,
26909,0.1012129951405275,0.4819488797888027
26910,,
26911,0.056769283466840514,0.10751386349715235
26912,0.43786718278173603,0.9512601233460909
26913,0.8239900009901794,0.8950707037550831
26914,0.07509992035779786,0.20857693814393055
26915,0.19421702459535814,0.6926282912092322
26916,0.06073481752803491,0.325348340802746
26917,,
26918,0.6758236560940015,0.9061746875542089
26919,,
26920,0.03520367255163241,0.14932425799390397
26921,0.18609396306995676,0.8246479016889153
26922,0.09203754507850048,0.7359171538137571
26923,,
26924,0.6569404618569864,0.8707535924676173
26925,0.1014106268478923,0.554738818009486
26926,0.6399196209655883,0.5275708338806497
26927,0.2976403631178609,0.6504639670673987
26928,,
26929,0.08462575419594588,0.14373793768836052
26930,0.6869075656626575,0.94056112967492
26931,0.11663675191623717,0.45722080071838656
26932,,
26933,0.10916460814744912,0.6978967411624911
26934,0.5162955784589559,0.6921171497591148
26935,,
26936,,
26937,0.27150301710189917,0.6957146595794939
26938,0.11001363515111662,0.04974127219539313
26939,0.029732627900989902,0.03280305095719295
26940,0.1408105394736151,0.17321909020120044
26941,0.04623703723867317,0.44320014929467744
26942,,
26943,0.2544389403913497,0.5930167389500034
26944,0.10537889563657475,0.2163311363650255
26945,0.12391969371907913,0.5700324671570512
26946,0.18059927201235712,0.636767125133094
26947,,
26948,0.021911941287531638,0.08431577385781579
26949,0.023561709919189613,0.058323673692503485
26950,,
26951,0.0688716872489911,0.3067319340034822
26952,,
26953,,
26954,,
26955,,
26956,,
26957,0.03448097289692464,0.8746282499633623
26958,,
26959,0.034174261920868004,0.1561183814075823
26960,0.043446002866175525,0.044272838746476986
26961,0.20619740176392487,0.5656688543168831
26962,,
26963,0.14336395989636072,0.27420046423287037
26964,0.10787408853483105,0.2099937958426003
26965,0.8163045763802286,0.960008735642442
26966,,
26967,,
26968,0.029174412892097372,0.7906948467575913
26969,0.04111355559442465,0.2452424949122896
26970,,
26971,0.07994375411023451,0.2761188650746847
26972,0.009684101262260386,0.02238570620991218
26973,0.05079912244919988,0.15120512349635779
26974,,
26975,0.06113098837055991,0.6280698837171769
26976,0.912113150970981,0.4542304862332375
26977,,
26978,,
26979,0.320122231804727,0.6147227676549464
26980,0.04824128745980281,0.151172328283424
26981,,
26982,0.593113988339669,0.9232596230013052
26983,0.14866472372045061,0.5622443592407639
26984,0.08031435026111115,0.13689762223588908
26985,0.020407656226924135,0.12223760294766843
26986,0.20135292841341168,0.5533239064068678
26987,0.06690739663640881,0.2136859549651689
26988,,
26989,0.22241410654327642,0.8018773931084616
26990,,
26991,0.38791482095600155,0.5021563930868944
26992,0.3140008259811124,0.48169304770856436
26993,0.10530680382128821,0.827204561871888
26994,,
26995,,
26996,0.3199349836139348,0.35625025664558235
26997,0.021099557847504478,0.10054434664259736
26998,0.05700342701512184,0.08386818946544604
26999,0.4040427740937605,0.44459674589763826
27000,0.14203529068167706,0.37723385420300276
27001,0.06664933507914242,0.772515697938118
27002,0.01907266003633695,0.16611809210141318
27003,,
27004,,
27005,0.2824503563424574,0.7736860171787717
27006,0.7911574143901822,0.9104540743960285
27007,0.08443026447825262,0.1582940208330615
27008,0.07105156563101953,0.0407992430090786
27009,0.060291272808514415,0.2163368835371118
27010,0.12953914067849373,0.19251519973855558
27011,0.10222318031649062,0.16797080731827674
27012,0.45632481824858867,0.6459293258193074
27013,0.10147181472410878,0.4363145145657742
27014,0.02239395967878981,0.33437951912846936
27015,,
27016,0.14255688557336427,0.4945563966731417
27017,0.41592457419691814,0.7680727964642567
27018,0.13200289626192763,0.2148473877385725
27019,0.8852377264446321,0.9677127940134743
27020,0.1821431736091046,0.24501952651011127
27021,0.13534496239938248,0.5368911950872645
27022,0.17561458061031368,0.2874100773237917
27023,0.16147545722618986,0.19052914231553242
27024,0.09525683715712356,0.33924400894099255
27025,0.051634749980953284,0.017485380948133775
27026,,
27027,,
27028,0.2987893075004939,0.8670348980394267
27029,0.07211355699361745,0.28283294788057156
27030,,
27031,0.3009309235642691,0.8451760290284629
27032,0.18763533990424355,0.4224923908483021
27033,0.23737722489187493,0.7974147915662321
27034,,
27035,0.15189761242214225,0.3386801170452425
27036,,
27037,0.5926146561098339,0.7540265794111041
27038,0.059827671915605396,0.03139393838918812
27039,0.7932568078951914,0.9196928023768461
27040,0.20491562367416544,0.09587990894425943
27041,0.09414520373510817,0.6172154168820544
27042,0.1272423922614574,0.5463441779769684
27043,0.5062578541201248,0.8428535716795387
27044,0.008777114950927277,0.04353357198278194
27045,0.12228985224672981,0.6415337246651107
27046,0.05322459333426658,0.13629520288936006
27047,,
27048,0.19601155905322867,0.3145160813136683
27049,0.22635624664494797,0.9350811042431977
27050,0.04519578442689604,0.5904378439300528
27051,,
27052,,
27053,,
27054,,
27055,0.10233154389637909,0.85782595486767
27056,0.021421603936627058,0.032492897932307224
27057,0.03830425753782611,0.06165225104386671
27058,,
27059,0.07851005929947003,0.3098417391085482
27060,,
27061,,
27062,0.07520852019119033,0.38541181972806204
27063,0.12803516381929758,0.6443865551736163
27064,,
27065,0.048271257950053645,0.2884599903664593
27066,0.0832215547933077,0.6804124373956468
27067,0.35757242812188883,0.6300109623121907
27068,0.8936049465803549,0.9620225296865871
27069,0.450138256220622,0.9568599059993547
27070,0.06169663155180514,0.13276343028845253
27071,,
27072,0.07089364729701207,0.637164609921892
27073,0.032350964477122546,0.7821382260834653
27074,0.038386070305372895,0.2980166201615567
27075,0.7318756462645885,0.8299637002477438
27076,0.6452043399971941,0.7987262348173368
27077,0.030936106138355932,0.0746754322577292
27078,0.18577699050843108,0.8580434887238296
27079,0.3713028204942134,0.936573851895097
27080,0.07063200343192598,0.2576235170705575
27081,0.022001323501945964,0.7617301023282049
27082,0.26058959426267236,0.48778178455078325
27083,0.04451960216856143,0.24368848033908838
27084,0.8530161108260199,0.8017474461152161
27085,0.04734391666584989,0.015943875972645617
27086,,
27087,0.16339133103808784,0.2399875853763068
27088,0.18229809390233764,0.7914691663659525
27089,0.18535569132774363,0.270428394317576
27090,0.26713175488728635,0.5337073434972897
27091,0.7035871779659267,0.10444709190197564
27092,0.08916612177833014,0.33585795712744976
27093,,
27094,0.00955327502571291,0.04789550201847817
27095,,
27096,0.012133439948769847,0.2318432401911583
27097,0.7214555396944325,0.7743971729997642
27098,0.5836114327677555,0.8893575287101213
27099,0.14510037250408928,0.43854828219016606
27100,,
27101,,
27102,,
27103,0.02252530014836544,0.08164197890962328
27104,0.3143749058487174,0.5641947734907891
27105,0.031043733762677748,0.577863334652405
27106,0.5823549931469655,0.8853087243337676
27107,0.4193221159142257,0.7245415140150204
27108,,
27109,0.08751107343167083,0.2247016727120657
27110,0.07558471582009264,0.5295059555857322
27111,0.04677006894451837,0.39826403046516823
27112,0.1645367355250771,0.6281227175784445
27113,0.11661135469678523,0.3183179931269773
27114,,
27115,0.6729797156981022,0.9236930354482038
27116,,
27117,0.07477844072734284,0.12049241903000407
27118,0.1438647349635474,0.5772940019632088
27119,0.060171139889444676,0.3363002531468367
